code_commune,nom_standard,population,latitude_centre,longitude_centre,p22_log,p22_rp,logements,residences,ratio_collectif,densite,tension_parking,score,pression_urbaine,logement_par_habitant,indice_urbain,departement
93008,Bobigny,55056,48.908,2.439,590.003682005511,572.28249763485,590.003682005511,572.28249763485,0.969964281730541,55056,93.31467188959974,22050.685390851402,53402.35349495666,0.010716428400274466,53402.35349495666,93
93008,Bobigny,55056,48.908,2.439,1082.50643755701,1000.56917131381,1082.50643755701,1000.56917131381,0.9243078254313986,55056,50.859743729792356,22037.93521546657,50888.69163695108,0.019661915823107563,50888.69163695108,93
93008,Bobigny,55056,48.908,2.439,1123.0068971576,1072.00344181804,1123.0068971576,1072.00344181804,0.9545831325981587,55056,49.02552258525762,22037.394031715357,52555.52894832423,0.02039753881788724,52555.52894832423,93
93010,Bondy,52905,48.902,2.484,601.502416960027,549.700698947079,601.502416960027,549.700698947079,0.9138794515992935,52905,87.95475879777857,21188.66059147481,48348.79238686062,0.011369481466024515,48348.79238686062,93
93010,Bondy,52905,48.902,2.484,536.002158885583,491.005602183982,536.002158885583,491.005602183982,0.9160515383088109,52905,98.70296065597248,21191.885703658285,48463.706634227645,0.010131408352435176,48463.706634227645,93
93010,Bondy,52905,48.902,2.484,818.003144594329,715.19002415998,818.003144594329,715.19002415998,0.8743120718865489,52905,64.67579049006847,21181.66503076859,46255.480163157874,0.015461736028623552,46255.480163157874,93
93010,Bondy,52905,48.902,2.484,877.503366501689,765.659469077749,877.503366501689,765.659469077749,0.87254305602288,52905,60.29036698846462,21180.348873013343,46161.890378890464,0.01658639762785538,46161.890378890464,93
93010,Bondy,52905,48.902,2.484,962.003669259178,834.517042728529,962.003669259178,834.517042728529,0.8674780246640595,52905,54.99459273449675,21178.75862122775,45893.92489485207,0.018183605883360324,45893.92489485207,93
93010,Bondy,52905,48.902,2.484,938.003630023935,825.593585138568,938.003630023935,825.593585138568,0.8801603306348627,52905,56.4017007041327,21179.18455831043,46564.88229223741,0.017729961818806067,46564.88229223741,93
93010,Bondy,52905,48.902,2.484,659.002568371936,584.137028441739,659.002568371936,584.137028441739,0.8863956780697347,52905,80.28041549322282,21186.35004335139,46894.76334827932,0.012456338122520292,46894.76334827932,93
93010,Bondy,52905,48.902,2.484,6.00002316735965,5.26906264412718,6.00002316735965,5.26906264412718,0.878173716526809,52905,8817.46595376584,23807.50323824471,46459.78047285083,0.00011341126863925243,46459.78047285083,93
93010,Bondy,52905,48.902,2.484,982.503777334038,859.09702156,982.503777334038,859.09702156,0.8743956424178904,52905,53.84712122283578,21178.416455059578,46259.90146211849,0.018571094931179245,46259.90146211849,93
93010,Bondy,52905,48.902,2.484,1979.50768620545,1748.11021185512,1979.50768620545,1748.11021185512,0.8831035231826255,52905,26.726342296459805,21170.282833745892,46720.5918939768,0.03741626852292695,46720.5918939768,93
93010,Bondy,52905,48.902,2.484,1407.00539897466,1227.91445032876,1407.00539897466,1227.91445032876,0.8727148106351187,52905,37.6011350337063,21173.542154953302,46170.977056650954,0.02659494185756847,46170.977056650954,93
93010,Bondy,52905,48.902,2.484,1596.5063468931,1443.50404436227,1596.5063468931,1443.50404436227,0.9041643004873848,52905,33.13798288554029,21172.212644155807,47834.8123172851,0.030176851845630848,47834.8123172851,93
93010,Bondy,52905,48.902,2.484,814.003301846003,750.954519246141,814.003301846003,750.954519246141,0.9225448073037549,52905,64.99359385892126,21181.77484159987,48807.23303040515,0.015386131780474491,48807.23303040515,93
93010,Bondy,52905,48.902,2.484,1547.50625527732,1422.66743091893,1547.50625527732,1422.66743091893,0.9193290340942639,52905,34.18726083954936,21172.53197696209,48637.10254875703,0.029250661662930156,48637.10254875703,93
93010,Bondy,52905,48.902,2.484,1026.00408760288,929.662937320311,1026.00408760288,929.662937320311,0.9061006174861769,52905,51.564122052969,21177.74106680114,47937.25316810619,0.01939332931864436,47937.25316810619,93
93010,Bondy,52905,48.902,2.484,1006.00404416969,919.784721634779,1006.00404416969,919.784721634779,0.914295252554305,52905,52.5892518092861,21178.05106411855,48370.79033638551,0.019015292395230886,48370.79033638551,93
93010,Bondy,52905,48.902,2.484,1024.50391504926,890.418248530325,1024.50391504926,890.418248530325,0.8691213722570421,52905,51.6396269676102,21177.75262450196,45980.86619925881,0.019364973349385882,45980.86619925881,93
93010,Bondy,52905,48.902,2.484,1090.50417070823,948.563982417842,1090.50417070823,948.563982417842,0.8698398482986042,52905,48.5142573692687,21176.81522916527,46018.877174237656,0.020612497319879595,46018.877174237656,93
93010,Bondy,52905,48.902,2.484,928.503658540131,832.079158865026,928.503658540131,832.079158865026,0.8961506518706545,52905,56.97877387277239,21179.362477357394,47410.850237216975,0.01755039520915095,47410.850237216975,93
93010,Bondy,52905,48.902,2.484,812.003273181644,744.435248124692,812.003273181644,744.435248124692,0.916788481908204,52905,65.15367825144865,21181.821140020005,48502.69463535353,0.015348327628421586,48502.69463535353,93
93010,Bondy,52905,48.902,2.484,1471.50591924551,1346.24212083396,1471.50591924551,1346.24212083396,0.9148737380031899,52905,35.95296444823419,21173.06035145587,48401.395109058765,0.027814118122020795,48401.395109058765,93
93010,Bondy,52905,48.902,2.484,921.503635750612,826.896030550838,921.503635750612,826.896030550838,0.8973334433751731,52905,57.41160202466934,21179.492680640415,47473.42582176353,0.01741808214253118,47473.42582176353,93
93013,Le Bourget,14832,48.936,2.428,72.0015736921749,66.6473563740526,72.0015736921749,66.6473563740526,0.9256374959106736,14832,205.99549759024134,5994.876340525846,13729.055339347111,0.004854475033183313,13729.055339347111,93
93013,Le Bourget,14832,48.936,2.428,935.019963110437,845.456663517999,935.019963110437,845.456663517999,0.9042124199204296,14832,15.862762919691978,5937.830092601885,13411.278612259812,0.06304072027443615,13411.278612259812,93
93013,Le Bourget,14832,48.936,2.428,1126.52440732091,1033.67319264463,1126.52440732091,1033.67319264463,0.917577272118677,14832,13.16615947565071,5937.0251210243305,13609.506100064218,0.07595229283447344,13609.506100064218,93
93013,Le Bourget,14832,48.936,2.428,937.519793925319,838.291513291658,937.519793925319,838.291513291658,0.8941587353391225,14832,15.820465974269858,5937.814387412883,13262.162362549865,0.06320926334447945,13262.162362549865,93
93013,Le Bourget,14832,48.936,2.428,1145.52261510055,957.770960362577,1145.52261510055,957.770960362577,0.8360995651565615,14832,12.94780199402532,5936.935170467755,12401.02875040212,0.07723318602349986,12401.02875040212,93
93013,Le Bourget,14832,48.936,2.428,1658.03333383272,1411.71943541677,1658.03333383272,1411.71943541677,0.8514421312347387,14832,8.945537883556453,5935.739094004437,12628.589690473644,0.11178757644503236,12628.589690473644,93
93013,Le Bourget,14832,48.936,2.428,1434.02816931228,1192.9970959376,1434.02816931228,1192.9970959376,0.831920265910626,14832,10.342893059843458,5936.152443997726,12339.041383986405,0.09668474712191748,12339.041383986405,93
93014,Clichy-sous-Bois,29735,48.908,2.546,0.0,0.0,0.0,0.0,,29735,inf,,,0.0,,93
93014,Clichy-sous-Bois,29735,48.908,2.546,345.05476650604,329.992374579,345.05476650604,329.992374579,0.9563478224643613,29735,86.17472611983032,11920.13932218269,28437.002500977786,0.011604330469347232,28437.002500977786,93
93014,Clichy-sous-Bois,29735,48.908,2.546,973.65454496201,956.625344088793,973.65454496201,956.625344088793,0.9825100175813574,29735,30.53957910827623,11903.456626737758,29214.93537278166,0.032744393642576426,29214.93537278166,93
93014,Clichy-sous-Bois,29735,48.908,2.546,1052.16700729911,1034.7436876863,1052.16700729911,1034.7436876863,0.9834405379640868,29735,28.260722673987946,11902.773248963586,29242.604396362123,0.035384799303820755,29242.604396362123,93
93014,Clichy-sous-Bois,29735,48.908,2.546,233.03698405485,212.949297846638,233.03698405485,212.949297846638,0.9138004369148377,29735,127.59777217594467,11932.553471783858,27171.8559916627,0.007837127427437363,27171.8559916627,93
93014,Clichy-sous-Bois,29735,48.908,2.546,846.134293186014,797.313625944345,846.134293186014,797.313625944345,0.9423015145056456,29735,35.142175703618555,11904.825343165436,28019.33553382537,0.02845583632708976,28019.33553382537,93
93014,Clichy-sous-Bois,29735,48.908,2.546,1071.66374465008,988.918826398396,1071.66374465008,988.918826398396,0.9227883572018182,29735,27.746576431685746,11902.600809436666,27439.111801396062,0.03604048241634707,27439.111801396062,93
93014,Clichy-sous-Bois,29735,48.908,2.546,956.65182756363,881.868981401105,956.65182756363,881.868981401105,0.9218285649932018,29735,31.082363659648397,11903.601257667393,27410.572380072856,0.03217258542336069,27410.572380072856,93
93014,Clichy-sous-Bois,29735,48.908,2.546,666.605805600187,647.049786336417,666.605805600187,647.049786336417,0.9706632929094243,29735,44.60657220533463,11907.673170649472,28862.673014661734,0.02241822114007691,28862.673014661734,93
93014,Clichy-sous-Bois,29735,48.908,2.546,864.13713774273,774.534772206189,864.13713774273,774.534772206189,0.896310016520529,29735,34.41004755063851,11904.591907270147,26651.77834123793,0.029061279224574743,26651.77834123793,93
93014,Clichy-sous-Bois,29735,48.908,2.546,375.559608386569,359.801458477758,375.559608386569,359.801458477758,0.9580408820413113,29735,79.17518107909339,11918.03996658834,28487.34562749839,0.012630220561176022,28487.34562749839,93
93014,Clichy-sous-Bois,29735,48.908,2.546,1036.1644610606,999.661661587765,1036.1644610606,999.661661587765,0.9647712300077622,29735,28.6971818832348,11902.898585933974,28687.47252428081,0.034846627242663526,28687.47252428081,93
93014,Clichy-sous-Bois,29735,48.908,2.546,1088.17269887142,996.853461359918,1088.17269887142,996.853461359918,0.9160801979261085,29735,27.325625822848853,11902.472511806232,27239.644685332838,0.03659568518148377,27239.644685332838,93
93015,Coubron,5063,48.918,2.576,2116.01731286161,1935.01404643035,2116.01731286161,1935.01404643035,0.9144604038298348,5063,2.3927025403932154,2026.192148883267,4629.9130245904535,0.4179374506935829,4629.9130245904535,93
93027,La Courneuve,47160,48.932,2.4,431.496579561884,398.635228863194,431.496579561884,398.635228863194,0.923843311267831,47160,109.29402974151837,18897.065361915837,43568.45055939091,0.009149630609878796,43568.45055939091,93
93027,La Courneuve,47160,48.932,2.4,0.0,0.0,0.0,0.0,,47160,inf,,,0.0,,93
93027,La Courneuve,47160,48.932,2.4,1238.48985626178,1182.20276792547,1238.48985626178,1182.20276792547,0.9545518374238403,47160,38.078632426063066,18875.709955279046,45016.66465290831,0.026261447333795165,45016.66465290831,93
93027,La Courneuve,47160,48.932,2.4,1292.48965107512,1206.11626337842,1292.48965107512,1206.11626337842,0.9331728593533782,47160,36.48771961986026,18875.226267743765,44008.432047105314,0.027406481150871926,44008.432047105314,93
93027,La Courneuve,47160,48.932,2.4,1881.48452020282,1804.09417922405,1881.48452020282,1804.09417922405,0.9588674048881213,47160,25.06531384851163,18871.80725437602,45220.1868145238,0.03989577014849067,45220.1868145238,93
93027,La Courneuve,47160,48.932,2.4,1854.98522841826,1721.55515436828,1854.98522841826,1721.55515436828,0.9280694681521775,47160,25.42338304236157,18871.905435753153,43767.75611805669,0.039333868287070826,43767.75611805669,93
93027,La Courneuve,47160,48.932,2.4,937.492268041444,901.121717446375,937.492268041444,901.121717446375,0.9612044260684386,47160,50.30441488176112,18879.379685792348,45330.40073338756,0.019878970908427565,45330.40073338756,93
